tc_id	location	strand	cer	emb	liv	lun	mac	som	vis
C11F4A6426A	chr11:78004842-78004874	F	15.7957	3.16357	0.820538	2.31082	11.7703	4.78599	4.29756
C17R3E68A3F	chr17:65440319-65440351	R	15.7957	1.58179	0.820538	26.1892	11.7703	4.78599	4.29756
C14R4644B9B	chr14:73681819-73681845	R	3.94892	1.58179	0.820538	1.54054	11.7703	4.78599	8.59513
C6F1BE111F	chr6:29233439-29233440	F	15.7957	3.16357	3.28215	0.770272	11.7703	4.78599	4.29756
C12F470D535	chr12:74503477-74503520	F	15.7957	4.74536	3.28215	20.0271	5.88516	4.78599	4.29756
C19F1F2BF9E	chr19:32685982-32686062	F	3.94892	4.74536	14.7697	20.0271	5.88516	4.78599	8.59513
C4F87EC422	chr4:142525474-142525476	F	3.94892	3.16357	0.820538	3.08109	11.7703	4.78599	8.59513
C11F60E3B13	chr11:101595923-101595923	F	3.94892	4.74536	6.5643	1.54054	11.7703	9.57199	4.29756
C2F1ABCC88	chr2:28036232-28036281	F	7.89783	4.74536	6.5643	0.770272	11.7703	19.144	4.29756
C9R4ECC850	chr9:82626640-82626670	R	11.8468	4.74536	6.5643	2.31082	11.7703	14.358	4.29756
C7RE6CDE7	chr7:15125991-15126008	R	11.8468	1.58179	0.820538	25.419	11.7703	14.358	4.29756
C7F60A1649	chr7:101324361-101324421	F	11.8468	1.58179	0.820538	25.419	11.7703	4.78599	4.29756
C15F4B81E2F	chr15:79175215-79175318	F	11.8468	1.58179	10.667	20.0271	11.7703	4.78599	4.29756
C7F2ACE7F4	chr7:44886004-44886058	F	3.94892	9.49071	0.820538	5.3919	11.7703	4.78599	4.29756
C1FB27C4ED	chr1:187155693-187155714	F	11.8468	9.49071	1.64108	5.3919	11.7703	14.358	4.29756
C17F1F37195	chr17:32731541-32731587	F	11.8468	1.58179	1.64108	4.62163	11.7703	4.78599	8.59513
C7F116E7E9	chr7:18278377-18278434	F	3.94892	1.58179	1.64108	1.54054	11.7703	19.144	4.29756
C5F3C0848	chr5:3934280-3934300	F	3.94892	3.16357	2.46161	3.85136	11.7703	19.144	4.29756
C5R6C34923	chr5:113461539-113461609	R	3.94892	3.16357	2.46161	1.54054	11.7703	4.78599	17.1903
C10F2540008	chr10:39059464-39059523	F	3.94892	3.16357	2.46161	1.54054	11.7703	19.144	8.59513
C4F7668A16	chr4:124160534-124160534	F	3.94892	3.16357	0.820538	0.770272	11.7703	4.78599	25.7854
C14R1F584BB	chr14:32867515-32867517	R	3.94892	4.74536	4.10269	3.08109	11.7703	4.78599	4.29756
C14F3B38714	chr14:62097172-62097256	F	3.94892	3.16357	7.38484	0.770272	11.7703	4.78599	4.29756
C4R2F51DAC	chr4:49618348-49618359	R	3.94892	3.16357	7.38484	0.770272	11.7703	23.93	4.29756
C7F3F7C2A6	chr7:66568870-66568929	F	3.94892	3.16357	4.10269	9.24326	11.7703	9.57199	4.29756
C11F3A7B080	chr11:61321344-61321398	F	7.89783	3.16357	4.10269	6.16217	5.88516	4.78599	4.29756
C14R30792C4	chr14:50827972-50828047	R	7.89783	3.16357	18.0518	0.770272	5.88516	4.78599	8.59513
CXR4AF640E	chrX:78603278-78603278	R	7.89783	7.90893	18.0518	0.770272	23.5406	4.78599	8.59513
C9R36E5A21	chr9:57563681-57563736	R	11.8468	1.58179	0.820538	1.54054	5.88516	4.78599	8.59513
C11F42404FA	chr11:69469434-69469438	F	7.89783	1.58179	0.820538	0.770272	5.88516	4.78599	12.8927
C11R601ABF0	chr11:100772848-100772895	R	7.89783	7.90893	0.820538	20.0271	5.88516	4.78599	4.29756
C9R5430D6E	chr9:88280430-88280473	R	11.8468	4.74536	1.64108	5.3919	5.88516	4.78599	4.29756
C16F1F0E188	chr16:32563592-32563648	F	19.7446	3.16357	1.64108	5.3919	5.88516	4.78599	4.29756
C16F118F399	chr16:18412441-18412455	F	3.94892	11.0725	1.64108	1.54054	5.88516	4.78599	4.29756
C3R811ACA0	chr3:135376032-135376077	R	7.89783	1.58179	0.820538	1.54054	17.6555	4.78599	4.29756
C6R24D40C8	chr6:38617288-38617302	R	19.7446	1.58179	2.46161	8.47299	17.6555	4.78599	4.29756
C15F48F1B3D	chr15:76487485-76487520	F	19.7446	1.58179	2.46161	8.47299	17.6555	14.358	17.1903
C9R35CDC70	chr9:56417392-56417407	R	19.7446	1.58179	2.46161	8.47299	17.6555	14.358	17.1903
C6R4F2BD18	chr6:83016984-83017017	R	19.7446	1.58179	0.820538	1.54054	17.6555	14.358	8.59513
C9R419D83B	chr9:68802619-68802619	R	19.7446	1.58179	3.28215	3.85136	11.7703	4.78599	8.59513
C6R7109753	chr6:118527827-118527894	R	7.89783	12.6543	3.28215	3.85136	11.7703	9.57199	8.59513
C11R727C7C9	chr11:120047561-120047631	R	7.89783	11.0725	5.74376	9.24326	11.7703	4.78599	8.59513
C9R47F93FC	chr9:75469820-75469837	R	23.6935	11.0725	5.74376	9.24326	11.7703	4.78599	8.59513
C7R78B82B4	chr7:126583476-126583522	R	11.8468	9.49071	5.74376	0.770272	5.88516	4.78599	4.29756
C9R35F90F3	chr9:56594675-56594728	R	11.8468	9.49071	5.74376	0.770272	5.88516	14.358	12.8927
C19R2A245CB	chr19:44189131-44189188	R	3.94892	7.90893	5.74376	8.47299	5.88516	4.78599	12.8927
C4F388972E	chr4:59283246-59283301	F	3.94892	7.90893	3.28215	5.3919	11.7703	4.78599	12.8927
C7F1C9C61F	chr7:30000671-30000683	F	31.5913	7.90893	3.28215	5.3919	11.7703	4.78599	12.8927
C4R87E100F	chr4:142479375-142479408	R	3.94892	3.16357	2.46161	3.08109	11.7703	9.57199	12.8927
C17R1854BE5	chr17:25512933-25512938	R	15.7957	3.16357	2.46161	3.08109	11.7703	14.358	12.8927
C8F415F1C8	chr8:68547016-68547092	F	7.89783	3.16357	2.46161	3.08109	11.7703	14.358	12.8927
C7F7378EB2	chr7:121081522-121081522	F	7.89783	1.58179	3.28215	21.5676	5.88516	14.358	12.8927
C12R4DE54AB	chr12:81679531-81679577	R	3.94892	1.58179	3.28215	21.5676	5.88516	9.57199	12.8927
C15F4B1D0BD	chr15:78762173-78762239	F	15.7957	3.16357	3.28215	3.85136	5.88516	4.78599	12.8927
C18R20DFFA5	chr18:34471845-34471881	R	7.89783	3.16357	3.28215	3.08109	11.7703	9.57199	12.8927
C15R5C00675	chr15:96470645-96470701	R	11.8468	3.16357	3.28215	3.08109	5.88516	9.57199	4.29756
C5F73D693F	chr5:121465151-121465167	F	3.94892	1.58179	3.28215	3.85136	5.88516	14.358	8.59513
C7R57DECD	chr7:5758669-5758752	R	3.94892	4.74536	4.10269	3.85136	5.88516	4.78599	4.29756
C7F2F88B36	chr7:49842998-49843036	F	19.7446	1.58179	4.10269	3.85136	5.88516	9.57199	4.29756
C2F7726B70	chr2:124939120-124939135	F	15.7957	1.58179	4.10269	3.85136	5.88516	4.78599	4.29756
C7F73E554E	chr7:121525582-121525652	F	15.7957	1.58179	4.10269	32.3514	5.88516	4.78599	4.29756
C9F13D0395	chr9:20775829-20775907	F	15.7957	1.58179	4.10269	32.3514	5.88516	4.78599	4.29756
C9R69C3985	chr9:110901637-110901718	R	15.7957	1.58179	4.10269	32.3514	5.88516	4.78599	4.29756
C2R94A4CED	chr2:155864301-155864452	R	15.7957	4.74536	4.92323	16.946	5.88516	4.78599	4.29756
C4F83252FA	chr4:137515770-137515776	F	15.7957	4.74536	3.28215	2.31082	5.88516	9.57199	17.1903
C6F777C01D	chr6:125288477-125288531	F	15.7957	1.58179	3.28215	23.1082	5.88516	4.78599	17.1903
C15R45D7C5E	chr15:73235550-73235550	R	3.94892	1.58179	3.28215	1.54054	5.88516	4.78599	8.59513
C1F2B313C8	chr1:45290440-45290526	F	3.94892	30.0539	3.28215	2.31082	5.88516	4.78599	8.59513
C11R599103	chr11:5869827-5869851	R	11.8468	1.58179	3.28215	0.770272	5.88516	9.57199	8.59513
C2F718724C	chr2:119042636-119042675	F	11.8468	1.58179	0.820538	0.770272	5.88516	14.358	17.1903
C1F98F80A	chr1:10024970-10024999	F	11.8468	4.74536	1.64108	2.31082	5.88516	14.358	8.59513
C7F89E6C73	chr7:144600179-144600180	F	7.89783	18.9814	1.64108	3.85136	5.88516	14.358	8.59513
C2R38EB252	chr2:59683410-59683441	R	3.94892	4.74536	1.64108	4.62163	5.88516	9.57199	8.59513
C1F3C20C0C	chr1:63048716-63048756	F	11.8468	4.74536	0.820538	1.54054	5.88516	9.57199	8.59513
C4FA4D231	chr4:10801713-10801749	F	11.8468	1.58179	0.820538	2.31082	5.88516	9.57199	8.59513
C14R249B4EA	chr14:38384874-38384874	R	11.8468	1.58179	1.64108	13.0946	11.7703	9.57199	4.29756
C14F16E39BA	chr14:24000954-24000954	F	27.6424	4.74536	1.64108	13.0946	11.7703	9.57199	4.29756
C15F4D87275	chr15:81293941-81293968	F	27.6424	4.74536	1.64108	13.0946	11.7703	9.57199	4.29756
C4R12980FA	chr4:19497210-19497251	R	3.94892	4.74536	2.46161	6.16217	17.6555	9.57199	4.29756
C13R1277E2D	chr13:19365421-19365447	R	7.89783	4.74536	2.46161	10.0135	5.88516	9.57199	8.59513
C17F2EDEDB	chr17:3071707-3071740	F	3.94892	3.16357	5.74376	3.85136	5.88516	4.78599	4.29756
C12F6991EBA	chr12:110698170-110698170	F	3.94892	3.16357	0.820538	31.5811	5.88516	4.78599	4.29756
C11F6F17646	chr11:116487750-116487786	F	3.94892	1.58179	4.92323	5.3919	11.7703	4.78599	4.29756
C11F6FA88B5	chr11:117082293-117082350	F	3.94892	7.90893	4.92323	11.5541	11.7703	4.78599	4.29756
C6F22A2BFE	chr6:36318206-36318284	F	3.94892	3.16357	4.92323	17.7163	11.7703	4.78599	4.29756
CMF677	chrM:1655-1667	F	3.94892	3.16357	4.10269	1.54054	11.7703	9.57199	17.1903
C18F3A69A91	chr18:61250193-61250228	F	3.94892	3.16357	4.10269	1.54054	29.4258	9.57199	17.1903
C3F577DF4	chr3:5733876-5733877	F	19.7446	11.0725	0.820538	0.770272	29.4258	9.57199	17.1903
C4F7ACB13F	chr4:128758079-128758079	F	3.94892	11.0725	0.820538	0.770272	29.4258	4.78599	17.1903
C14F729A974	chr14:120170868-120170872	F	3.94892	11.0725	0.820538	0.770272	29.4258	19.144	8.59513
C7F37D09E2	chr7:58526178-58526253	F	3.94892	1.58179	0.820538	3.85136	29.4258	19.144	4.29756
C8R6CA31D6	chr8:113914326-113914391	R	3.94892	7.90893	7.38484	3.85136	29.4258	19.144	8.59513
C13R6330C1B	chr13:104008731-104008739	R	3.94892	7.90893	7.38484	3.85136	29.4258	19.144	8.59513
C10F422C146	chr10:69386566-69386582	F	3.94892	7.90893	7.38484	3.85136	29.4258	19.144	8.59513
C3F8247550	chr3:136607056-136607121	F	3.94892	7.90893	7.38484	3.85136	29.4258	19.144	8.59513
C2F73640E3	chr2:120996067-120996097	F	3.94892	7.90893	7.38484	3.85136	29.4258	19.144	8.59513
C11R711E83C	chr11:118614076-118614081	R	3.94892	7.90893	7.38484	3.85136	29.4258	19.144	8.59513
C1R81D6ACC	chr1:136145612-136145612	R	3.94892	1.58179	9.84645	10.7838	5.88516	19.144	8.59513
C19F14D55B0	chr19:21845424-21845512	F	7.89783	3.16357	9.84645	11.5541	5.88516	4.78599	4.29756
C8R74D87C2	chr8:122521538-122521562	R	27.6424	3.16357	9.84645	11.5541	5.88516	4.78599	4.29756
C10F483299D	chr10:75704733-75704762	F	27.6424	3.16357	9.84645	11.5541	5.88516	4.78599	4.29756
C17R185742D	chr17:25523245-25523259	R	27.6424	3.16357	9.84645	11.5541	5.88516	4.78599	4.29756
C14F3C9AA52	chr14:63547986-63547996	F	27.6424	3.16357	9.84645	11.5541	5.88516	4.78599	4.29756
C9RE5FA3F	chr9:15071807-15071808	R	27.6424	3.16357	9.84645	11.5541	5.88516	4.78599	4.29756
C15R48D018C	chr15:76349836-76349872	R	19.7446	3.16357	9.84645	11.5541	5.88516	4.78599	4.29756
C1F1EA122D	chr1:32117293-32117324	F	11.8468	3.16357	9.84645	11.5541	5.88516	4.78599	8.59513
C3R5C4F553	chr3:96793939-96793952	R	3.94892	3.16357	9.84645	0.770272	5.88516	4.78599	21.4878
C11R6112691	chr11:101787281-101787336	R	11.8468	3.16357	2.46161	5.3919	5.88516	9.57199	21.4878
C7F5FD3CC0	chr7:100482240-100482293	F	11.8468	3.16357	0.820538	0.770272	5.88516	14.358	12.8927
CXF5F3F9CF	chrX:99875279-99875314	F	11.8468	3.16357	5.74376	8.47299	11.7703	14.358	4.29756
C14R33730C9	chr14:53948617-53948624	R	11.8468	26.8904	5.74376	0.770272	11.7703	4.78599	4.29756
C1R7E6735D	chr1:132543325-132543386	R	11.8468	26.8904	5.74376	3.85136	11.7703	9.57199	4.29756
C3R67CECA0	chr3:108850336-108850359	R	7.89783	7.90893	5.74376	2.31082	11.7703	9.57199	12.8927
C7R4529C6C	chr7:72522860-72522862	R	3.94892	7.90893	6.5643	9.24326	11.7703	4.78599	12.8927
C2R9CECD57	chr2:164547927-164547952	R	3.94892	7.90893	6.5643	2.31082	29.4258	4.78599	12.8927
C9R381BDA9	chr9:58834345-58834405	R	3.94892	9.49071	6.5643	3.85136	29.4258	4.78599	12.8927
C3R65B0FB1	chr3:106631089-106631124	R	3.94892	9.49071	7.38484	6.16217	5.88516	4.78599	4.29756
C3F14AAED2	chr3:21671634-21671634	F	7.89783	9.49071	7.38484	1.54054	5.88516	4.78599	4.29756
C9R33C8D35	chr9:54299957-54300010	R	7.89783	9.49071	7.38484	0.770272	5.88516	4.78599	4.29756
C3F206C692	chr3:33998482-33998483	F	7.89783	9.49071	1.64108	6.16217	11.7703	4.78599	12.8927
C11R120AE34	chr11:18918964-18918988	R	15.7957	9.49071	0.820538	11.5541	11.7703	4.78599	4.29756
C8F45CF00E	chr8:73199630-73199630	F	3.94892	11.0725	8.20538	9.24326	11.7703	4.78599	4.29756
C19R2BF528C	chr19:46092940-46092967	R	3.94892	6.32714	8.20538	1.54054	17.6555	4.78599	4.29756
CXF32408B1	chrX:52693169-52693204	F	3.94892	4.74536	8.20538	6.16217	5.88516	9.57199	4.29756
C13F2D11936	chr13:47257910-47257912	F	3.94892	4.74536	4.10269	3.08109	11.7703	9.57199	4.29756
C17R1A1765B	chr17:27358811-27358822	R	3.94892	9.49071	9.02592	10.0135	11.7703	9.57199	4.29756
C5F4F4387	chr5:5194631-5194631	F	7.89783	1.58179	9.02592	10.0135	11.7703	14.358	4.29756
C18F4A5FAD4	chr18:77986516-77986550	F	7.89783	3.16357	8.20538	4.62163	11.7703	14.358	8.59513
C9F20A711F	chr9:34238751-34238756	F	7.89783	3.16357	4.10269	0.770272	11.7703	4.78599	8.59513
C14R1CCDD8D	chr14:30203277-30203280	R	3.94892	3.16357	2.46161	10.0135	11.7703	4.78599	4.29756
C2R15669C7	chr2:22440391-22440396	R	3.94892	1.58179	11.4875	0.770272	11.7703	14.358	4.29756
C2R8FBF836	chr2:150730806-150730844	R	3.94892	1.58179	4.10269	0.770272	11.7703	14.358	8.59513
C3R5A92200	chr3:94970368-94970402	R	15.7957	1.58179	6.5643	1.54054	11.7703	14.358	8.59513
C5R161D31D	chr5:23188253-23188307	R	19.7446	1.58179	6.5643	0.770272	11.7703	4.78599	8.59513
C7R4D74C93	chr7:81218707-81218730	R	15.7957	1.58179	6.5643	0.770272	11.7703	14.358	8.59513
C11R61F9A8	chr11:6420904-6420956	R	15.7957	1.58179	6.5643	3.08109	29.4258	14.358	8.59513
C9F7635759	chr9:123950937-123950951	F	15.7957	1.58179	6.5643	3.08109	29.4258	14.358	8.59513
C7R1151866	chr7:18159718-18159744	R	15.7957	1.58179	6.5643	3.08109	29.4258	14.358	8.59513
CXF8187B01	chrX:135822081-135822086	F	3.94892	1.58179	0.820538	3.08109	29.4258	19.144	8.59513
C13R35017AA	chr13:55580586-55580663	R	3.94892	1.58179	0.820538	3.85136	29.4258	4.78599	8.59513
C10F26B16FA	chr10:40572666-40572713	F	3.94892	1.58179	0.820538	3.85136	29.4258	23.93	8.59513
C17R21CD26B	chr17:35443307-35443343	R	3.94892	1.58179	0.820538	3.85136	29.4258	23.93	8.59513
C13F470CDE4	chr13:74501604-74501611	F	11.8468	1.58179	0.820538	1.54054	29.4258	19.144	8.59513
C17F1C5FD03	chr17:29752579-29752581	F	11.8468	9.49071	11.4875	11.5541	29.4258	19.144	8.59513
C2F4CA8868	chr2:80382056-80382056	F	11.8468	6.32714	0.820538	0.770272	29.4258	9.57199	12.8927
C10F1B80117	chr10:28836119-28836153	F	7.89783	6.32714	0.820538	0.770272	29.4258	9.57199	8.59513
C19FC45041	chr19:12865601-12865604	F	7.89783	1.58179	0.820538	1.54054	29.4258	9.57199	8.59513
C13F6B94E38	chr13:112807480-112807507	F	7.89783	1.58179	17.2313	1.54054	5.88516	9.57199	8.59513
C9R32034A9	chr9:52442281-52442344	R	7.89783	1.58179	17.2313	1.54054	5.88516	9.57199	8.59513
C15R4A2E37B	chr15:77783931-77783987	R	11.8468	1.58179	17.2313	2.31082	5.88516	4.78599	12.8927
C10R72CE3B8	chr10:120382392-120382428	R	19.7446	1.58179	1.64108	3.85136	5.88516	4.78599	4.29756
C7R1B8B899	chr7:28883097-28883099	R	11.8468	1.58179	2.46161	2.31082	5.88516	14.358	4.29756
C2R71645F9	chr2:118900217-118900236	R	11.8468	3.16357	0.820538	6.93245	5.88516	4.78599	4.29756
C13R94FE25	chr13:9764389-9764419	R	11.8468	6.32714	0.820538	0.770272	5.88516	9.57199	8.59513
C11R6F13178	chr11:116470136-116470180	R	7.89783	4.74536	5.74376	7.70272	5.88516	9.57199	8.59513
C5F6793638	chr5:108607032-108607053	F	7.89783	4.74536	5.74376	7.70272	5.88516	23.93	8.59513
C8F3878424	chr8:59212836-59212898	F	7.89783	4.74536	5.74376	14.6352	5.88516	23.93	4.29756
C13RE09AC3	chr13:14719683-14719686	R	7.89783	1.58179	1.64108	10.7838	5.88516	4.78599	4.29756
C2R91D5371	chr2:152916849-152916884	R	3.94892	1.58179	1.64108	0.770272	5.88516	4.78599	17.1903
C7R4C819EA	chr7:80222698-80222723	R	11.8468	1.58179	0.820538	3.85136	11.7703	4.78599	4.29756
CMF3BFC	chrM:15356-15376	F	11.8468	3.16357	4.92323	3.08109	11.7703	9.57199	4.29756
C10F4C3E57E	chr10:79947134-79947137	F	11.8468	3.16357	5.74376	10.7838	11.7703	9.57199	4.29756
C18F3872297	chr18:59187863-59187885	F	7.89783	3.16357	5.74376	0.770272	11.7703	23.93	4.29756
C2F386A442	chr2:59155522-59155570	F	7.89783	1.58179	0.820538	4.62163	11.7703	4.78599	12.8927
CXF94A0857	chrX:155846743-155846774	F	7.89783	1.58179	1.64108	1.54054	29.4258	4.78599	12.8927
CXF7D27221	chrX:131232289-131232297	F	3.94892	3.16357	0.820538	0.770272	29.4258	9.57199	12.8927
C16R3DCAD48	chr16:64793928-64793977	R	7.89783	4.74536	1.64108	5.3919	29.4258	9.57199	4.29756
C6R32ED308	chr6:53400328-53400328	R	3.94892	18.9814	1.64108	5.3919	29.4258	9.57199	4.29756
C16F3EB048E	chr16:65733774-65733800	F	3.94892	4.74536	1.64108	19.2568	29.4258	9.57199	4.29756
C15F18870D3	chr15:25718995-25719006	F	3.94892	4.74536	1.64108	19.2568	29.4258	9.57199	4.29756
C7R8EFA9B	chr7:9370267-9370291	R	3.94892	3.16357	1.64108	0.770272	29.4258	14.358	12.8927
C4R7908104	chr4:126910724-126910724	R	7.89783	7.90893	2.46161	8.47299	5.88516	14.358	12.8927
C12F69F7980	chr12:111114624-111114683	F	15.7957	7.90893	0.820538	6.93245	5.88516	4.78599	4.29756
C11R1C9D4E3	chr11:30004451-30004546	R	3.94892	7.90893	0.820538	13.8649	5.88516	4.78599	8.59513
C10R4CDF9C0	chr10:80607680-80607692	R	19.7446	7.90893	0.820538	13.8649	5.88516	4.78599	12.8927
C8F743A79B	chr8:121874331-121874331	F	3.94892	7.90893	4.92323	4.62163	5.88516	19.144	12.8927
C7R316AAC	chr7:3238572-3238572	R	7.89783	7.90893	3.28215	5.3919	11.7703	19.144	4.29756
C18F3E00658	chr18:65013336-65013461	F	7.89783	7.90893	3.28215	14.6352	11.7703	19.144	4.29756
C5R54897C9	chr5:88643529-88643626	R	7.89783	1.58179	29.5394	1.54054	11.7703	19.144	4.29756
C11R727256C	chr11:120005996-120006064	R	23.6935	1.58179	0.820538	3.85136	11.7703	19.144	4.29756
C17R4B2340B	chr17:78787595-78787624	R	23.6935	3.16357	0.820538	3.08109	23.5406	19.144	4.29756
C2R91E5593	chr2:152982931-152982931	R	7.89783	12.6543	0.820538	0.770272	23.5406	4.78599	4.29756
C9R3C9C817	chr9:63555607-63555637	R	7.89783	12.6543	0.820538	0.770272	5.88516	9.57199	8.59513
C2F744E968	chr2:121956712-121956757	F	7.89783	12.6543	30.3599	2.31082	5.88516	9.57199	8.59513
C2F21C3C00	chr2:35404800-35404886	F	7.89783	7.90893	30.3599	19.2568	5.88516	4.78599	8.59513
CXRB484ED	chrX:11830509-11830535	R	3.94892	1.58179	30.3599	10.0135	5.88516	4.78599	4.29756
C18R37A2246	chr18:58335814-58335819	R	3.94892	11.0725	30.3599	10.0135	5.88516	4.78599	4.29756
C7R2A4DA2C	chr7:44358188-44358233	R	7.89783	1.58179	4.10269	4.62163	5.88516	4.78599	8.59513
C7F88417E6	chr7:142874598-142874673	F	7.89783	1.58179	10.667	3.85136	5.88516	9.57199	8.59513
C7F6669607	chr7:107386375-107386453	F	3.94892	1.58179	13.1286	9.24326	5.88516	4.78599	8.59513
C7F3B58797	chr7:62228375-62228396	F	11.8468	3.16357	13.1286	9.24326	5.88516	4.78599	12.8927
C10R47BBC49	chr10:75217993-75218030	R	3.94892	1.58179	21.334	1.54054	5.88516	4.78599	4.29756
C9F3798DF1	chr9:58297841-58297846	F	27.6424	1.58179	21.334	0.770272	5.88516	4.78599	4.29756
C1F47E96A0	chr1:75404960-75404964	F	3.94892	1.58179	0.820538	0.770272	17.6555	9.57199	4.29756
C12F1E317D5	chr12:31659989-31660053	F	3.94892	6.32714	3.28215	23.1082	17.6555	9.57199	4.29756
C9R49BF860	chr9:77330528-77330597	R	7.89783	14.2361	3.28215	7.70272	17.6555	9.57199	4.29756
C16F2B04188	chr16:45105544-45105552	F	3.94892	14.2361	12.3081	3.08109	17.6555	4.78599	8.59513
C8R5BAA77A	chr8:96118650-96118737	R	3.94892	14.2361	31.1804	1.54054	17.6555	4.78599	8.59513
C10F167DE0E	chr10:23584270-23584294	F	3.94892	14.2361	31.1804	1.54054	17.6555	4.78599	8.59513
C2F7865729	chr2:126244649-126244819	F	3.94892	14.2361	32.001	1.54054	17.6555	4.78599	8.59513
C10F497AFA7	chr10:77049767-77049846	F	3.94892	3.16357	6.5643	6.16217	17.6555	4.78599	12.8927
C8F28C237D	chr8:42738557-42738592	F	3.94892	1.58179	0.820538	4.62163	17.6555	9.57199	8.59513
C2R4379A3D	chr2:70752829-70752830	R	3.94892	18.9814	0.820538	4.62163	17.6555	9.57199	4.29756
C4F273F4DA	chr4:41153754-41153754	F	7.89783	18.9814	2.46161	6.93245	5.88516	9.57199	4.29756
C10F3BCED3B	chr10:62713147-62713162	F	3.94892	18.9814	3.28215	3.08109	17.6555	4.78599	4.29756
C6RCC6456	chr6:13395030-13395033	R	3.94892	18.9814	6.5643	26.1892	17.6555	4.78599	4.29756
C9F14C19AA	chr9:21764522-21764524	F	23.6935	1.58179	1.64108	1.54054	17.6555	4.78599	4.29756
C2R4C3A1B7	chr2:79929783-79929822	R	23.6935	1.58179	1.64108	1.54054	17.6555	19.144	12.8927
C6R72E1097	chr6:120459415-120459446	R	23.6935	1.58179	1.64108	1.54054	17.6555	19.144	12.8927
C15F4D4EBC7	chr15:81062855-81062879	F	23.6935	1.58179	1.64108	1.54054	17.6555	19.144	12.8927
C17F1A80ADB	chr17:27790043-27790082	F	15.7957	1.58179	4.10269	5.3919	5.88516	19.144	12.8927
C4F823AAE	chr4:8534702-8534703	F	11.8468	1.58179	2.46161	0.770272	5.88516	4.78599	12.8927
C10F746D2EB	chr10:122082027-122082133	F	3.94892	3.16357	0.820538	2.31082	5.88516	9.57199	4.29756
C9R631797D	chr9:103905661-103905693	R	3.94892	3.16357	1.64108	1.54054	11.7703	9.57199	4.29756
C14R421B76D	chr14:69318509-69318516	R	3.94892	7.90893	4.10269	5.3919	11.7703	9.57199	4.29756
C2R4A059CB	chr2:77617611-77617655	R	23.6935	7.90893	4.10269	5.3919	11.7703	4.78599	4.29756
C12R49E8C15	chr12:77499413-77499435	R	23.6935	7.90893	4.10269	5.3919	11.7703	4.78599	4.29756
C7F471B00	chr7:4659968-4660019	F	3.94892	1.58179	4.10269	5.3919	11.7703	14.358	12.8927
C15R10D73CE	chr15:17658830-17658832	R	3.94892	22.145	0.820538	5.3919	11.7703	4.78599	12.8927
C4R920C964	chr4:153143652-153143733	R	3.94892	1.58179	6.5643	24.6487	11.7703	4.78599	12.8927
C1R7B43BA5	chr1:129252261-129252261	R	15.7957	6.32714	0.820538	0.770272	11.7703	4.78599	4.29756
C6R452D9C7	chr6:72538567-72538568	R	7.89783	6.32714	4.10269	6.93245	11.7703	9.57199	4.29756
C6R2869961	chr6:42375521-42375527	R	3.94892	22.145	1.64108	0.770272	11.7703	9.57199	4.29756
C11R1C9C3E6	chr11:30000102-30000170	R	3.94892	22.145	1.64108	0.770272	11.7703	19.144	12.8927
C8F53DF96F	chr8:87947631-87947636	F	19.7446	1.58179	1.64108	0.770272	11.7703	4.78599	4.29756
C1F14437FA	chr1:21247994-21248055	F	19.7446	1.58179	32.8215	0.770272	11.7703	4.78599	4.29756
C7F861C25B	chr7:140624475-140624526	F	19.7446	1.58179	32.8215	0.770272	11.7703	4.78599	4.29756
C19R25AF8DC	chr19:39516380-39516386	R	19.7446	1.58179	32.8215	0.770272	11.7703	4.78599	4.29756
C6R5061C91	chr6:84286609-84286611	R	19.7446	1.58179	32.8215	0.770272	11.7703	4.78599	4.29756
C9R66879E9	chr9:107510249-107510349	R	19.7446	1.58179	32.8215	0.770272	11.7703	4.78599	4.29756
C1R4796076	chr1:75063414-75063446	R	7.89783	1.58179	1.64108	0.770272	5.88516	4.78599	12.8927
CXF1F1DADB	chrX:32627419-32627445	F	7.89783	1.58179	1.64108	1.54054	5.88516	4.78599	25.7854
C19FF730BD	chr19:16199869-16199899	F	7.89783	1.58179	1.64108	1.54054	5.88516	9.57199	8.59513
C7R7981112	chr7:127406354-127406421	R	15.7957	1.58179	6.5643	6.16217	5.88516	9.57199	8.59513
C11R44AFD77	chr11:72023415-72023462	R	3.94892	1.58179	6.5643	2.31082	5.88516	4.78599	12.8927
C3F40D4B50	chr3:67980112-67980185	F	3.94892	1.58179	6.5643	2.31082	5.88516	4.78599	4.29756
C8F35EDDC2	chr8:56548802-56548844	F	3.94892	1.58179	6.5643	0.770272	5.88516	19.144	4.29756
C5F1346EDA	chr5:20213466-20213492	F	7.89783	1.58179	6.5643	3.85136	11.7703	19.144	4.29756
C2R48E8430	chr2:76448816-76448871	R	11.8468	3.16357	5.74376	2.31082	11.7703	4.78599	4.29756
C5F21742F7	chr5:35078903-35078904	F	11.8468	1.58179	0.820538	1.54054	11.7703	9.57199	12.8927
C5R1E7E329	chr5:31974185-31974207	R	11.8468	4.74536	7.38484	2.31082	5.88516	9.57199	12.8927
C9R6AD7E2E	chr9:112033326-112033363	R	3.94892	4.74536	7.38484	2.31082	5.88516	9.57199	12.8927
C11R41964C3	chr11:68773059-68773098	R	3.94892	4.74536	1.64108	26.9595	5.88516	9.57199	4.29756
